type,name,median_tau_score,description,ts_pc,belongs_to,id,pc,target
CP,epicatechin,-39.78,"beta amyloid protein neurotoxicity inhibitor, beta secretase inhibitor, cyclooxygenase inhibitor, DNA gyrase inhibitor, DNA polymerase beta inhibitor, fatty acid synthase inhibitor, HCV inhibitor, sodium/glucose cotransporter inhibitor","1.01, 0.33",,BRD-K50660797,"0.00, 0.00","FASN, APP, BACE1, SLC5A1"
CP,benzthiazide,-39.86,carbonic anhydrase inhibitor,"1.08, 0.26",,BRD-K21450440,"0.00, 0.00","CA2, CA1, CA12, CA4, CA9, SLC12A3"
CP,valsartan,-39.89,angiotensin receptor antagonist,"1.47, 0.63",,BRD-A14792000,"0.00, 0.00",AGTR1
CP,BML-257,-39.93,"AKT inhibitor, HCV NS5B RdRp inhibitor","0.93, 0.32",,BRD-K32584078,"10.00, 0.00",AKT1
CP,ZM-39923,-39.93,JAK inhibitor,"1.75, 0.43",,BRD-K40624912,"0.00, 0.00","JAK1, JAK3"
CP,BRD-K67258146,-39.94,mannose-6-phosphate isomerate inhibitor,"1.51, 0.43",,BRD-K67258146,"10.00, 0.00",
CP,lumicolchicine,-39.95,"colchicine isomer, non-binder of microtubules","0.51, 0.16",,BRD-K99411983,"0.00, 0.00",
CP,DMP-543,38.42,acetylcholine release enhancer,"0.77, 0.24",,BRD-K89274813,"0.00, 0.00",
CP,prostratin,38.38,"NFkB pathway activator, PKC activator","3.63, 1.03",PKC activator,BRD-K91145395,"0.00, 0.00","PRKCA, PRKCB, PRKCD, PRKCE, PRKCG, PRKCH, PRKCQ"
CP,taxifolin,38.38,"apolipoprotein secretion inhibitor, beta amyloid aggregation inhibitor, cholesterol biosynthesis inhibitor, HMGCR inhibitor, NFkB pathway modulator, opioid receptor antagonist, reverse transcriptase inhibitor","2.00, 0.70",,BRD-K94649603,"0.00, 0.00","APOB, APP, HMGCR"
CP,triamterene,38.36,sodium channel blocker,"0.78, 0.23",Sodium channel blocker,BRD-K92049597,"0.00, 0.00","SCNN1A, SCNN1B, SCNN1G, SCNN1D"
CP,anisomycin,38.35,DNA synthesis inhibitor,"3.61, 0.86",,BRD-K91370081,"0.00, 0.00","NHP2L1, RPL10L, RPL11, RPL13A, RPL15, RPL19, RPL23, RPL23A, RPL26L1, RPL3, RPL37, RPL8, RSL24D1"
CP,SID-26681509,38.35,cathepsin inhibitor,"0.13, 0.02",,BRD-K08417745,"10.00, 0.00",CTSL
CP,SQ-29548,38.3,thromboxane receptor antagonist,"0.80, 0.14",,BRD-A91866971,"0.00, 0.00",
CP,bezafibrate,38.26,"PPAR receptor agonist, 11-beta hydroxysteroid dehydrogenase expression inhibitor, 11-beta hydroxysteroid dehydrogenase inhibitor, lipase clearing factor inhibitor","0.83, 0.24",PPAR receptor agonist,BRD-K46018455,"0.00, 0.00","PPARA, PPARD, PPARG, HSD11B1, LPL"
CP,vicriviroc,38.25,"CC chemokine receptor antagonist, CC chemokine receptor 5 (CCR5) antagonist","0.97, 0.15",,BRD-M72442222,"0.00, 0.00",CCR5
CP,aminopurvalanol-a,38.17,"CDK inhibitor, tyrosine kinase inhibitor","1.91, 0.49",CDK inhibitor,BRD-K07762753,"0.00, 0.00","CDK1, CDK2, CDK5, CDK6"
CP,NGB-2904,-38.99,dopamine receptor antagonist,"0.70, 0.27",,BRD-K05181084,"0.00, 0.00",DRD3
CP,telmisartan,-38.99,"angiotensin receptor antagonist, PPAR receptor agonist, PPAR receptor modulator, PPAR receptor partial agonist","0.75, 0.19",,BRD-K73999723,"0.00, 0.00","AGTR1, PPARG, CYP2C19, CYP2J2, PPARA"
CP,JX-401,-39.1,p38 MAPK inhibitor,"1.08, 0.38",,BRD-K05464208,"0.00, 0.00",MAPK14
CP,fusaric-acid,-39.23,"chelating agent, dopamine beta hydroxylase inhibitor","1.02, 0.35",,BRD-K87049188,"0.00, 0.00",DBH
CP,RS-56812,-39.26,"serotonin receptor antagonist, serotonin receptor partial agonist","0.95, 0.38",,BRD-K20714604,"0.00, 0.00",HTR3A
CP,SA-792987,-39.41,PKC inhibitor,"1.32, 0.30",PKC inhibitor,BRD-K82823804,"0.00, 0.00",WEE1
CP,acetohydroxamic-acid,-39.47,inhibitor of bacterial and plant urease,"1.71, 0.42",,BRD-K74112339,"0.00, 0.00",
CP,SYK-inhibitor,-39.51,syk inhibitor,"0.99, 0.24",,BRD-K30189597,"0.00, 0.00",SYK
CP,goserelin,-39.55,"gonadotropin releasing factor hormone receptor agonist, luteinizing hormone releasing hormone agonist","1.14, 0.35",,BRD-A62434282,"0.00, 0.00","GNRHR, GNRH1, LHCGR"
CP,desoxycorticosterone,-39.57,mineralocorticoid receptor agonist,"1.09, 0.35",,BRD-A75402480,"0.00, 0.00",
CP,ketotifen,38.16,"histamine receptor ligand, leukotriene antagonist, phosphodiesterase inhibitor","0.52, 0.07",,BRD-K28936863,"0.00, 0.00","HRH1, PDE4A, PDE4B, PDE4C, PDE4D, PDE7A, PDE7B, PDE8A, PDE8B, PGD"
CP,LY-456236,38.14,glutamate receptor antagonist,"0.98, 0.27",,BRD-K87696786,"0.00, 0.00",GRM1
CP,L-655240,38.11,"platelet aggregation inhibitor, prostanoid receptor antagonist, thromboxane receptor antagonist","0.91, 0.27",Thromboxane receptor antagonist,BRD-K89402695,"10.00, 0.00",PTGES
CP,metergoline,38.05,"dopamine receptor agonist, serotonin receptor antagonist, prolactin inhibitor","1.22, 0.31",,BRD-K56699285,"0.00, 0.00","DRD2, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, HTR7"
CP,dexamethasone,38.04,"glucocorticoid receptor agonist, corticosteroid agonist, immunosuppressant","1.60, 0.86",,BRD-K38775274,"0.00, 0.00","ANXA1, CYP3A4, CYP3A5, NOS2, NR0B1, NR3C1, NR3C2"
CP,XMD-1150,38.04,leucine rich repeat kinase inhibitor,"1.33, 0.56",Leucine rich repeat kinase inhibitor,BRD-K01436366,"10.00, 0.00",LRRK2
CP,moexipril,38.03,"angiotensin converting enzyme inhibitor, phosphodiesterase inhibitor","1.23, 0.51",,BRD-K34441861,"0.00, 0.00","ACE, ACE2"
CP,RHO-kinase-inhibitor-III[rockout],37.98,ROCK inhibitor,"1.26, 0.76",,BRD-K23875128,"20.00, 20.00","IMPDH2, ROCK1"
CP,ethinylestradiol,37.95,"DNA directed DNA polymerase stimunlant, estrogen receptor agonist","1.73, 0.58",,BRD-K48195008,"0.00, 0.00","ESR1, CYP2C8, ESR2, NR1I2"
CP,cimetidine,37.91,"histamine receptor antagonist, histamine receptor inhibitor","0.72, 0.26",,BRD-K18618618,"0.00, 0.00","HRH2, SLC29A4, SLC47A1, SLC47A2"
CP,sirolimus,-38.39,"mTOR inhibitor, CCR expression inhibitor, cell cycle inhibitor, proteasome inhibitor, protein kinase inhibitor, T cell inhibitor","1.99, 0.56",MTOR inhibitor,BRD-K89626439,"11.11, 11.11","MTOR, FKBP1A, CCR5, FGF2"
CP,mafenide,-38.45,"carbonic anhydrase inhibitor, unidentified pharmacological activity","1.82, 0.47",,BRD-K30649484,"10.00, 0.00","CA6, CA12, CA14, CA2, CA4, CA9"
CP,thapsigargin,-38.52,"ATPase inhibitor, calcium channel blocker, PKC activator","1.76, 0.47",ATPase inhibitor,BRD-A62809825,"0.00, 0.00",ATP2A1
CP,rimexolone,-38.6,"glucocorticoid receptor agonist, immunosuppressant, mineralocorticoid receptor agonist","1.19, 0.47",Glucocorticoid receptor agonist,BRD-K31627533,"0.00, 0.00","NR3C1, SERPINA6"
CP,propylpyrazole,-38.72,estrogen receptor agonist,"1.33, 0.36",,BRD-K87573634,"0.00, 0.00",ESR1
CP,phenazone,-38.73,cyclooxygenase inhibitor,"0.56, 0.14",,BRD-K46937689,"0.00, 0.00","PTGS1, PTGS2"
CP,epigallocatechin,-38.79,"AP inhibitor, aromatase inhibitor, bacterial efflux pump inhibitor, beta amyloid aggregation inhibitor, beta amyloid protein neurotoxicity inhibitor, beta secretase inhibitor, DNA gyrase inhibitor, dual specificity tyrosine-(Y)-phosphorylation regulated kinase inhibitor, enoyl-(acyl-carrier protein) reductase Fabl inhibitor, fatty acid synthase inhibitor, HCV inhibitor, indoleamine 2,3-dioxygenase inhibitor, NFkB pathway inhibitor, nitric oxide synthase inhibitor, PDGFR tyrosine kinase receptor inhibitor, PPAR receptor agonist, prolyl endopeptidase inhibitor, proteasome inhibitor, sodium/glucose cotransporter inhibitor, telomerase inhibitor, tumor NADH oxidase inhibitor, VEGFR inhibitor","0.55, 0.10",,BRD-K55591206,"0.00, 0.00","FASN, APP, BACE1, CYP19A1, DYRK1A, ELANE, ENOX2, EP300, IDO1, KAT2B, KDR, MMP14, MMP2, PPARA, PREP, SLC5A1"
CP,marmesin,-38.82,precursor in psoralen,"1.34, 0.44",,BRD-K36377456,"11.11, 11.11",
CP,noscapine,-38.92,"bradykinin receptor antagonist, tubulin polymerization inhibitor, apoptosis stimulant, microtubule inhibitor, tubulin inhibitor","0.91, 0.34",,BRD-K91301684,"10.00, 10.00","BDKRB2, SIGMAR1"
CP,etamivan,-38.95,respiratory stimulant,"1.30, 0.49",,BRD-K38055836,"0.00, 0.00",
CP,BRD-K66896231,37.88,acetylcholinesterase inhibitor,"1.90, 0.75",,BRD-K66896231,"0.00, 0.00",ACHE
CP,embelin,37.8,"HCV inhibitor, XIAP inhibitor","0.69, 0.23",,BRD-K86727142,"0.00, 0.00",XIAP
CP,ouabain,37.74,"ATPase inhibitor, alpha subunit binder","2.21, 0.51",,BRD-K35708212,"0.00, 0.00","ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B1, ATP1B2, ATP1B3, ATP1B4, FXYD2"
CP,nabumetone,37.68,"cyclooxygenase inhibitor, 3alpha hydroxysteroid dehydrogenase inhibitor","1.57, 0.33",Cyclooxygenase inhibitor,BRD-K65146499,"0.00, 0.00","PTGS2, AKR1C3, CYP2B6, CYP2C19, CYP2E1, PTGS1"
CP,testosterone,37.66,"androgen receptor (AR) agonist, androgen receptor agonist, testosterone receptor agonist","0.82, 0.19",Androgen receptor modulator,BRD-A48720949,"0.00, 0.00","AR, CYP19A1, CYP2C19, CYP2C8, CYP3A5"
CP,mefenamic-acid,37.64,cyclooxygenase inhibitor,"1.11, 0.33",,BRD-K92778217,"0.00, 0.00","PTGS2, PTGS1, KCNQ1, TRPM3"
CP,WYE-125132,37.62,"mTOR inhibitor, PI3K inhibitor","1.59, 0.50",MTOR inhibitor,BRD-A45498368,"0.00, 0.00","MTOR, PIK3CA"
CP,staurosporine,37.57,"PKC inhibitor, AKT inhibitor, BMX inhibitor, CDK inhibitor, CHK inhibitor, G protein coupled receptor agonist, glycogen synthase kinase inhibitor, leucine rich repeat kinase inhibitor, ribosomal protein inhibitor, sodium/hydrogen exchanger inhibitor","3.22, 0.84",,BRD-K70549064,"0.00, 0.00","CDK2, GSK3B, CAMK2B, CDK1, CDK5, CHEK1, CHRM1, CHRM2, CHRM4, CSK, DAPK1, GPR35, IKBKB, ITK, LCK, LRRK2, MAP2K4, MAP2K6, MAPKAPK2, PAK2, PDPK1, PHKG2, PIK3CG, PIM1, PKN1, PRKACB, PRKCI, PRKCQ, RPS6KA1, STK3, SYK, TNIK, ZAP70"
CP,BRD-K19059335,37.52,"runt-related transcription factor inhibitor, tyrosine aminotransferase inhibitor","1.36, 0.36",,BRD-K19059335,"0.00, 0.00",RUNX1
CP,linifanib,37.48,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor, angiogenesis inhibitor, colony stimulating factor receptor antagonist, colony stimulating factor receptor inhibitor, FLT3 inhibitor, macrophage colony stimulating factor antagonist, MAP kinase inhibitor, PARP inhibitor, receptor tyrosine kinase inhibitor, STAT inhibitor, VEGFR antagonist","1.02, 0.49",,BRD-K99749624,"0.00, 0.00","CSF1R, KDR, PDGFRB, FLT1, FLT3, FLT4, CSF1, KIT, PDGFRA, RET, TEK"
CP,carteolol,-37.75,adrenergic receptor antagonist,"0.70, 0.17",,BRD-A42167015,"0.00, 0.00","ADRB1, ADRB2"
CP,aristolochic-acid,-37.8,phospholipase inhibitor,"0.75, 0.11",,BRD-K17110974,"10.00, 10.00",
CP,alitretinoin,-37.88,"RXR agonist, ABC transporter expression enhancer, apoptosis stimulant, RAR agonist, retinoid receptor agonist","0.57, 0.24",Retinoid receptor agonist,BRD-K35483542,"0.00, 0.00","RARG, RARA, RARB, RXRA, RXRG, ABCA1, CYP2C8, CYP3A7, RXRB, VKORC1"
CP,GR-46611,-37.97,serotonin receptor agonist,"0.63, 0.13",,BRD-K68190965,"0.00, 0.00",HTR1D
CP,BRD-K85853281,-37.99,"radical formation stimulant, RNA synthesis inhibitor, topoisomerase inhibitor","2.38, 0.86",,BRD-K85853281,"0.00, 0.00",TOP2A
CP,diazoxide,-38.18,"ATP channel activator, potassium channel activator","1.05, 0.27",,BRD-K73109821,"0.00, 0.00","ATP1A1, CA1, CA2, KCNJ11, KCNMA1, SLC12A3"
CP,promazine,-38.2,"dopamine receptor, dopamine receptor antagonist","1.41, 0.49",Dopamine receptor antagonist,BRD-K06980535,"0.00, 0.00","CHRM5, DRD2, ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, DRD1, DRD3, DRD4, HRH1, HTR2A, HTR2C"
CP,deforolimus,-38.22,"mTOR inhibitor, angiogenesis inhibitor, cell cycle inhibitor, immunosuppressant, protein kinase inhibitor, serine/threonine kinase inhibitor, VEGFR antagonist","1.78, 0.55",MTOR inhibitor,BRD-K29733039,"10.00, 0.00",MTOR
CP,nefazodone,-38.22,"serotonin receptor antagonist, serotonin reuptake inhibitor, adrenergic transmitter uptake inhibitor, norepinephrine reuptake inhibitor, serotonin uptake inhibitor","0.60, 0.16",,BRD-K90789829,"10.00, 10.00","HTR2A, SLC6A4, HTR2C, SLC6A2, ADRA1A, ADRA1B, ADRA2A, CYP3A4, CYP3A5, CYP3A7, HTR1A, SLC6A3"
CP,triprolidine,-38.25,histamine receptor antagonist,"1.32, 0.41",,BRD-K56231354,"0.00, 0.00",HRH1
CP,ritodrine,37.44,adrenergic receptor agonist,"1.01, 0.30",,BRD-K51465424,"0.00, 0.00",ADRB2
CP,CL-82198,37.38,metalloproteinase inhibitor,"1.17, 0.40",,BRD-K00675675,"0.00, 0.00",MMP13
CP,PSB-1115,37.36,adenosine receptor antagonist,"1.13, 0.34",,BRD-K49027941,"11.11, 0.00","ADORA2B, ADORA1, ADORA3"
CP,rosmarinic-acid,37.27,antioxidant,"0.98, 0.19",,BRD-K20313525,"10.00, 10.00","MCL1, TYR"
CP,letrozole,37.24,"aromatase inhibitor, estrogen receptor antagonist","0.50, 0.11",,BRD-K88789588,"0.00, 0.00",CYP19A1
CP,naringin,37.14,cytochrome P450 inhibitor,"1.26, 0.47",,BRD-K02953697,"11.11, 11.11",SLCO1A2
CP,cardiogenol-c,37.06,"pyrimidine compound, induces embryonic stem cell ifferentiation into cardiomyocytes","0.99, 0.17",,BRD-K99174507,"0.00, 0.00",
CP,PG-9,37.01,presynaptic cholinergic modulator,"0.75, 0.31",,BRD-A70268693,"10.00, 10.00",
CP,emetine,36.96,protein synthesis inhibitor,"2.92, 0.68",Protein synthesis inhibitor,BRD-A25687296,"0.00, 0.00",RPS2
CP,BAPTA-AM,36.95,potassium channel blocker,"1.31, 0.26",,BRD-K40919711,"10.00, 10.00","KCNA3, KCNA5, KCNH2"
CP,EMF-bca1-57,-37.24,caspase inhibitor,"0.90, 0.17",,BRD-K64610608,"0.00, 0.00",CASP3
CP,sunitinib,-37.26,"FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor, angiogenesis inhibitor, colony stimulating factor receptor antagonist, colony stimulating factor receptor inhibitor, platelet-derived growth factor receptor (PDGFR) inhibitor, vascular endothelial growth factor receptor (VEGFR) inhibitor, vascular endothelial growth factor receptor 1 (VEGFR1) inhibitor, vascular endothelial growth factor receptor 2 (VEGFR2) inhibitor, VEGFR antagonist","1.27, 0.45",,BRD-K70511574,"0.00, 0.00","FLT3, KDR, KIT, FLT4, FLT1, PDGFRA, PDGFRB, RET, CSF1R, FGFR1"
CP,pindolol,-37.43,adrenergic receptor antagonist,"1.35, 0.31",,BRD-A97701745,"0.00, 0.00","ADRB1, ADRB2, HTR1A, HTR1B, HTR2A, HTR2B"
CP,amisulpride,-37.47,dopamine receptor antagonist,"0.55, 0.09",,BRD-A60197193,"0.00, 0.00","DRD2, DRD3, HTR2A, HTR7"
CP,ZK-164015,-37.48,estrogen receptor antagonist,"1.38, 0.18",Estrogen receptor antagonist,BRD-K05151076,"10.00, 0.00","ESR1, ESR2"
CP,rilmenidine,-37.55,"adrenergic receptor agonist, imidazoline receptor agonist","1.17, 0.38",,BRD-K52080565,"0.00, 0.00",NISCH
CP,KU-C103428N,-37.59,"CDC inhibitor, rho GTPase inhibitor","0.64, 0.17",,BRD-A82096673,"0.00, 0.00",NFE2
CP,CHEMBL-374350,-37.62,NFkB pathway inhibitor,"1.70, 0.33",,BRD-K59962020,"0.00, 0.00",
CP,GW-7647,-37.67,PPAR receptor agonist,"0.85, 0.20",PPAR receptor agonist,BRD-K96263742,"0.00, 0.00",PPARA
CP,SC-9,-37.72,protein kinase C activator,"1.23, 0.36",,BRD-K25875056,"10.00, 10.00",
CP,valsartan,36.93,angiotensin receptor antagonist,"0.73, 0.22",,BRD-K45158365,"10.00, 10.00",AGTR1
CP,epitestosterone,36.81,inactive testosterone analog,"0.53, 0.11",,BRD-K25836724,"0.00, 0.00","AKR1C1, AKR1C2, AR"
CP,SB-431542,36.8,"TGF beta receptor inhibitor, ALK inhibitor","1.23, 0.48",TGF beta receptor inhibitor,BRD-K67298865,"10.00, 0.00","TGFBR1, ACVR1C, ACVR1B"
CP,ciprofibrate,36.78,"PPAR receptor agonist, lipase clearing factor inhibitor","1.09, 0.34",,BRD-A49358627,"0.00, 0.00","PPARA, LPL"
CP,BVT-948,36.75,tyrosine phosphatase inhibitor,"2.32, 0.45",,BRD-A22713669,"0.00, 0.00","PTPN1, PTPN11, PTPN2"
CP,rifapentine,36.64,"DNA directed RNA polymerase inhibitor, DNA directed DNA polymerase inhibitor","0.81, 0.27",,BRD-K55889443,"25.00, 25.00","CYP2C8, CYP3A4"
CP,tienilic-acid,36.61,"sodium/potassium/chloride transporter inhibitor, uric acid diuretic","1.44, 0.52",,BRD-K34098590,"0.00, 0.00","CYP2C9, SLC12A1, SLC22A12"
CP,bemesetron,36.6,serotonin receptor antagonist,"0.69, 0.13",Serotonin receptor antagonist,BRD-A85587465,"0.00, 0.00","HTR3A, HTR3B"
CP,clofarabine,36.57,"ribonucleoside reductase inhibitor, DNA polymerase inhibitor, DNA repair enzyme inhibitor, DNA synthesis inhibitor, ribonucleotide reductase inhibitor","2.16, 0.52",Ribonucleotide reductase inhibitor,BRD-A82371568,"0.00, 0.00","RRM1, POLA1, RRM2, SLC22A8"
CP,aminoindazole,36.57,ionophore,"0.99, 0.36",,BRD-K51066026,"0.00, 0.00",
CP,pazopanib,-36.81,"VEGFR inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, angiogenesis inhibitor, RAF inhibitor, tyrosine kinase inhibitor, VEGFR antagonist","0.81, 0.33","PDGFR/KIT inhibitor, VEGFR inhibitor",BRD-K74514084,"0.00, 0.00","KDR, KIT, FLT1, FLT4, PDGFRB, PDGFRA, BRAF, CSF1R, CYP2B6, CYP2C8, CYP2E1, DDR2, FGF1, FGFR1, FGFR3, ITK, SH2B3"
CP,prostaglandin,-36.89,prostanoid receptor antagonist,"1.19, 0.49",,BRD-K09436313,"0.00, 0.00","AKR1C3, PTGDR, PTGDR2, PTGER1, PTGER2, PTGER4, PTGFR"
CP,streptozotocin,-36.91,DNA alkylating drug,"1.32, 0.58",,BRD-A25576662,"11.11, 11.11",SLC2A2
CP,ML-7,-36.92,myosin light chain kinase inhibitor,"0.94, 0.22",,BRD-K93201660,"10.00, 10.00",MYLK
CP,BRD-K88761633,-36.96,glucosylceramidase inhibitor,"0.68, 0.22",,BRD-K88761633,"0.00, 0.00",GBA
CP,meptazinol,-36.97,opioid receptor agonist,"1.05, 0.41",,BRD-A02710418,"0.00, 0.00",BCHE
CP,diltiazem,-37,"L-type calcium channel blocker, calcium channel antagonist, calcium channel blocker","0.91, 0.31",,BRD-A69636825,"10.00, 10.00","CACNA1C, CACNA1S, CACNA2D1, CACNG1, CYP3A5, CYP3A7, HTR3A, KCNA5"
CP,NSC-23766,-37.06,RAC1 GTPase inhibitor,"0.67, 0.17",,BRD-A80213327,"10.00, 10.00",
CP,betulinic-acid,-37.14,"apoptosis stimulant, caspase activator, diacylglycerol O acyltransferase inhibitor, HIV integrase inhibitor, NFkB pathway activator, NFKB pathway inhibitor, SARS coronavirus 3C-like protease inhibitor, topoisomerase inhibitor","0.89, 0.25",,BRD-K45401373,"0.00, 0.00","CASP3, CASP8, GPBAR1, TOP1"
CP,lapatinib,-37.23,"EGFR inhibitor, EGFR antagonist, epidermal growth factor receptor (EGFR) inhibitor, receptor tyrosine protein kinase inhibitor, tyrosine kinase inhibitor","1.16, 0.26",,BRD-K19687926,"10.00, 10.00","EGFR, ERBB2, CYP3A5"
CP,linopirdine,36.55,"acetylcholine release enhancer, acetylcholine release stimulant, neurotransmitter agonist, voltage-gated potassium channel blocker","0.66, 0.20",,BRD-K59332007,"0.00, 0.00","KCNQ2, KCNQ3, KCNQ4, KCNQ5"
CP,acarbose,36.46,glucosidase inhibitor,"0.84, 0.13",,BRD-A16444946,"0.00, 0.00","GAA, MGAM, AMY2A, SI"
CP,DPPE,36.45,histamine receptor antagonist,"0.92, 0.18",,BRD-K80315159,"10.00, 10.00","ABCB1, HRH1"
CP,spironolactone,36.45,"mineralocorticoid receptor antagonist, androgen receptor antagonist, potassium channel blocker","0.53, 0.15",,BRD-K90027355,"0.00, 0.00","NR3C2, AR, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNA2D1, CACNA2D2, CACNA2D3, CACNB1, CACNB2, CACNB3, CACNB4, CACNG1, CYP11B2, KCNA5, KCND3, NR3C1, PGR, SCNN1A, SHBG"
CP,SR-142948,36.39,neurotensin receptor antagonist,"1.27, 0.38",,BRD-K91243525,"10.00, 0.00",NTSR1
CP,REV-5901,36.39,"leukotriene receptor antagonist, lipoxygenase inhibitor","0.92, 0.35",,BRD-A68281735,"0.00, 0.00",ALOX5
CP,KI-16425,36.38,lysophosphatidic acid receptor antagonist,"1.16, 0.22",,BRD-A25569250,"0.00, 0.00","LPAR1, LPAR3"
CP,AM-251,36.36,"ACAT inhibitor, cannabinoid receptor antagonist, cannabinoid receptor inverse agonist","0.55, 0.14",,BRD-K92000912,"10.00, 10.00","CNR1, GPR18, GPR55"
CP,BRD-A69470004,36.31,XIAP inhibitor,"0.66, 0.13",,BRD-A69470004,"0.00, 0.00",XIAP
CP,buphenine,36.31,adrenergic receptor agonist,"0.68, 0.27",Beta-adrenergic receptor agonist,BRD-A36267905,"10.00, 10.00",ADRB2
CP,linsitinib,-36.59,"insulin growth factor receptor inhibitor, insulin receptor antagonist","1.02, 0.38",IGF-1 inhibitor,BRD-K08589866,"10.00, 0.00","IGF1R, INSR, INSRR"
CP,GR-55562,-36.6,serotonin receptor antagonist,"0.80, 0.25",Serotonin receptor antagonist,BRD-K46441700,"10.00, 10.00","HTR1B, HTR1D"
CP,cephalosporanic-acid,-36.61,core structure for synthesis of cephalosporin antibiotics,"1.76, 0.66",,BRD-A79314293,"0.00, 0.00",
CP,nifekalant,-36.66,"potassium channel antagonist, potassium channel blocker","0.98, 0.32",,BRD-K32311154,"0.00, 0.00",
CP,isoxsuprine,-36.67,adrenergic receptor agonist,"0.93, 0.30",,BRD-A74269027,"0.00, 0.00",ADRB2
CP,roxatidine,-36.68,histamine receptor antagonist,"0.94, 0.23",,BRD-K81855038,"0.00, 0.00",HRH2
CP,PK-11195,-36.69,"benzodiazepine receptor antagonist, constitutive androstane receptor (CAR) antagonist, PXR agonist, translocator protein antagonist","0.45, 0.03",,BRD-A41451487,"0.00, 0.00","TSPO, NR1I2, NR1I3"
CP,toremifene,-36.69,"selective estrogen receptor modulator (SERM), estrogen receptor antagonist","1.08, 0.33",,BRD-K51350053,"0.00, 0.00","ESR1, CYP3A5"
CP,pravastatin,-36.7,HMGCR inhibitor,"0.49, 0.17",,BRD-K60511616,"0.00, 0.00","HMGCR, SLCO1B1"
CP,idebenone,-36.74,"calcium channel modulator, reducing agent","0.86, 0.18",,BRD-K37516142,"0.00, 0.00",
CP,ingenol,36.3,PKC activator,"3.22, 0.82",PKC activator,BRD-A52650764,"10.00, 10.00","PRKCD, PRKCE"
CP,cirazoline,36.23,alpha receptor agonist,"1.07, 0.28",,BRD-K54142781,"0.00, 0.00",ADRA1A
CP,hydroxyfasudil,36.21,ROCK inhibitor,"1.35, 0.39",Rho associated kinase inhibitor,BRD-K77793136,"0.00, 0.00","ROCK1, PKIA, PRKACA, ROCK2"
CP,RO-60-0175,36.19,serotonin receptor agonist,"0.97, 0.23",Serotonin receptor agonist,BRD-A49370193,"0.00, 0.00","HTR2C, HTR2A, HTR2B"
CP,huperzine-a,36.19,"acetylcholinesterase inhibitor, glutamate receptor antagonist","1.06, 0.24",,BRD-A47065382,"11.11, 11.11",ACHE
CP,aniracetam,36.14,glutamate receptor agonist,"0.52, 0.08",,BRD-K88611939,"0.00, 0.00","DRD2, GRIA1, GRIA2, GRIA3, HTR2A, GRIA4"
CP,W-7,36.1,"calmodulin antagonist, potassium channel blocker, squalene monooxygenase channel blocker","1.80, 0.43",,BRD-K90259198,"0.00, 0.00","CALM1, CALM2, KCNA5, KCNH2, TNNC1, TNNI3"
CP,kinetin-riboside,36.1,apoptosis inducer,"2.90, 0.75",,BRD-K94325918,"0.00, 0.00",
CP,BRL-15572,36.08,serotonin receptor antagonist,"1.05, 0.30",,BRD-A51829654,"10.00, 10.00","HTR1D, HTR1A, HTR1B, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR6"
CP,triamcinolone,36.08,"antiinflammatory agent, corticosteroid agonist, corticosteroid binding globulin binder, corticosteroid hormone receptor agonist, cytochrome P450 inhibitor, glucocorticoid receptor agonist, immunosuppressant, immunosuppressive agent","1.30, 0.67",,BRD-K77554836,"0.00, 0.00","NR3C1, CYP3A5, CYP3A7, SERPINA6"
CP,prilocaine,-36.4,anesthetic,"1.05, 0.44",,BRD-A53952395,"0.00, 0.00",SCN5A
CP,BRD-A61599461,-36.4,thyroid-stimulating hormone receptor inverse agonist,"1.10, 0.30",,BRD-A61599461,"11.11, 0.00",TSHR
CP,NSC-94258,-36.42,antitumor agent,"1.42, 0.42",,BRD-K56450366,"0.00, 0.00","AKR1B1, CYP19A1, HSD17B1"
CP,fluticasone,-36.42,glucocorticoid receptor agonist,"1.31, 0.69",Glucocorticoid receptor agonist,BRD-K62310379,"0.00, 0.00","NR3C1, CYP3A5, CYP3A7, NR3C2, PGR, PLA2G4A"
CP,cyclopenthiazide,-36.45,"diuretic, inhibitor of sodium chloride symporter","0.52, 0.18",,BRD-A41250306,"0.00, 0.00",
CP,cyclazosin,-36.47,adrenergic receptor antagonist,"0.94, 0.30",,BRD-A37837077,"0.00, 0.00","ADRA1B, ADRA1A, ADRA1D"
